"Product Package ID 18","Pantry Visit Where Distributed: Household Name","Pantry Visit Where Distributed: Household ID 18","Pantry Visit Where Distributed: Visit ID 18","Pantry Visit Where Distributed: Pantry Visit Date/Time","Pantry Visit Where Distributed: Created Date","Pantry Visit Where Distributed: Last Modified Date","Product Package: Product Package Name"
"a1dVO000005USonYAG","Cambridge Community Center","0014z00001kFqzeAAC","a0WVO000006UUej2AG","1/29/2026, 6:30 AM","1/28/2026","1/29/2026","Bulk CCC 2026-01-29"
"a1dVO000005ZR45YAG","Cambridge Community Center","0014z00001kFqzeAAC","a0WVO000006IIjZ2AW","2/4/2026, 6:30 AM","1/5/2026","2/3/2026","Bulk CCC 2026-02-04"
"a1dVO000005gqgrYAA","Cambridge Community Center","0014z00001kFqzeAAC","a0WVO000006IIjh2AG","2/11/2026, 6:30 AM","1/5/2026","2/10/2026","Bulk CCC 2026-02-11"
"a1dVO000005mkAXYAY","Cambridge Community Center","0014z00001kFqzeAAC","a0WVO000006IIjp2AG","2/18/2026, 6:30 AM","1/5/2026","2/25/2026","Bulk CCC 2026-02-18"
"a1dVO000005uFMTYA2","Cambridge Community Center","0014z00001kFqzeAAC","a0WVO000006IIjx2AG","2/25/2026, 6:30 AM","1/5/2026","2/25/2026","Bulk CCC 2026-02-25"
"a1dVO0000060vpFYAQ","Cambridge Community Center","0014z00001kFqzeAAC","a0WVO000006gRWf2AM","3/4/2026, 6:30 AM","2/17/2026","3/11/2026","Bulk CCC 2026-03-04"
"a1dVO0000067sUrYAI","Cambridge Community Center","0014z00001kFqzeAAC","a0WVO000006gRWn2AM","3/11/2026, 6:30 AM","2/17/2026","3/18/2026","Bulk CCC 2026-03-11"
"a1dVO000006Doy1YAC","Cambridge Community Center","0014z00001kFqzeAAC","a0WVO000006gRWv2AM","3/18/2026, 6:30 AM","2/17/2026","3/25/2026","Bulk CCC 2026-03-18"
"a1dVO000006LpaLYAS","Cambridge Community Center","0014z00001kFqzeAAC","a0WVO000006gRX32AM","3/25/2026, 6:30 AM","2/17/2026","3/25/2026","Bulk CCC 2026-03-25"
"a1dVO000003AI3ZYAW","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004jVq92AE","7/3/2025, 6:30 AM","6/27/2025","7/7/2025","Bulk Central Assembly 2025-07-03"
"a1dVO000003C8jFYAS","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMS2AY","7/7/2025, 6:30 AM","6/26/2025","7/10/2025","Bulk Central Assembly 2025-07-07"
"a1dVO000003CXo5YAG","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004jVqA2AU","7/10/2025, 6:30 AM","6/27/2025","7/14/2025","Bulk Central Assembly 2025-07-10"
"a1dVO000003ErQvYAK","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMT2AY","7/14/2025, 6:30 AM","6/26/2025","7/17/2025","Bulk Central Assembly 2025-07-14"
"a1dVO000003FR6DYAW","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004jVqB2AU","7/17/2025, 6:30 AM","6/27/2025","7/24/2025","Bulk Central Assembly 2025-07-17"
"a1dVO000003HMnBYAW","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMU2AY","7/21/2025, 6:30 AM","6/26/2025","6/26/2025","Bulk Central Assembly 2025-07-21"
"a1dVO000003HwYwYAK","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004jVqC2AU","7/24/2025, 6:30 AM","6/27/2025","7/28/2025","Bulk Central Assembly 2025-07-24"
"a1dVO000003JMazYAG","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMV2AY","7/28/2025, 6:30 AM","6/26/2025","7/31/2025","Bulk Central Assembly 2025-07-28"
"a1dVO000003KFpBYAW","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004jVqD2AU","7/31/2025, 6:30 AM","6/27/2025","7/31/2025","Bulk Central Assembly 2025-07-31"
"a1dVO000003LidpYAC","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMW2AY","8/4/2025, 6:30 AM","6/26/2025","8/7/2025","Bulk Central Assembly 2025-08-04"
"a1dVO000003MgGbYAK","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004jVqE2AU","8/7/2025, 6:30 AM","6/27/2025","8/11/2025","Bulk Central Assembly 2025-08-07"
"a1dVO000003SwIfYAK","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMX2AY","8/11/2025, 6:30 AM","6/26/2025","8/14/2025","Bulk Central Assembly 2025-08-11"
"a1dVO000003SxcvYAC","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004jVqF2AU","8/14/2025, 6:30 AM","6/27/2025","8/18/2025","Bulk Central Assembly 2025-08-14"
"a1dVO000003Szq1YAC","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMY2AY","8/18/2025, 6:30 AM","6/26/2025","8/25/2025","Bulk Central Assembly 2025-08-18"
"a1dVO000003T3SDYA0","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004jVqG2AU","8/21/2025, 6:30 AM","6/27/2025","8/20/2025","Bulk Central Assembly 2025-08-21"
"a1dVO000003SvuTYAS","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMZ2AY","8/25/2025, 6:30 AM","6/26/2025","8/25/2025","Bulk Central Assembly 2025-08-25"
"a1dVO000003Wl25YAC","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004jVqI2AU","9/4/2025, 6:30 AM","6/27/2025","9/3/2025","Bulk Central Assembly 2025-09-04"
"a1dVO000003XzivYAC","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMb2AI","9/8/2025, 6:30 AM","6/26/2025","9/15/2025","Bulk Central Assembly 2025-09-08"
"a1dVO000003ZFKDYA4","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000005KVUb2AO","9/11/2025, 6:30 AM","9/10/2025","9/11/2025","Bulk Central Assembly 2025-09-11"
"a1dVO000003aoXeYAI","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMc2AI","9/15/2025, 6:30 AM","6/26/2025","9/18/2025","Bulk Central Assembly 2025-09-15"
"a1dVO000003cI0bYAE","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004jVqK2AU","9/18/2025, 6:30 AM","6/27/2025","9/29/2025","Bulk Central Assembly 2025-09-18"
"a1dVO000003dX0nYAE","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMd2AI","9/22/2025, 6:30 AM","6/26/2025","6/26/2025","Bulk Central Assembly 2025-09-22"
"a1dVO000003esKvYAI","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004jVqL2AU","9/25/2025, 6:30 AM","6/27/2025","9/24/2025","Bulk Central Assembly 2025-09-25"
"a1dVO000003gGZhYAM","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMe2AI","9/29/2025, 6:30 AM","6/26/2025","9/29/2025","Bulk Central Assembly 2025-09-29"
"a1dVO000003hX3pYAE","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004jVqM2AU","10/2/2025, 6:30 AM","6/27/2025","10/1/2025","Bulk Central Assembly 2025-10-02"
"a1dVO000003lwrdYAA","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMf2AI","10/6/2025, 6:30 AM","6/26/2025","10/16/2025","Bulk Central Assembly 2025-10-06"
"a1dVO000003viqbYAA","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004jVqO2AU","10/16/2025, 6:30 AM","6/27/2025","10/20/2025","Bulk Central Assembly 2025-10-16"
"a1dVO00000406zBYAQ","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMh2AI","10/20/2025, 6:30 AM","6/26/2025","10/23/2025","Bulk Central Assembly 2025-10-20"
"a1dVO0000043J3pYAE","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004jVqP2AU","10/23/2025, 6:30 AM","6/27/2025","10/27/2025","Bulk Central Assembly 2025-10-23"
"a1dVO0000046tqjYAA","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMi2AI","10/27/2025, 6:30 AM","6/26/2025","10/30/2025","Bulk Central Assembly 2025-10-27"
"a1dVO0000049QKLYA2","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004jVqQ2AU","10/30/2025, 6:30 AM","6/27/2025","10/30/2025","Bulk Central Assembly 2025-10-30"
"a1dVO000004Dkp7YAC","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMj2AI","11/3/2025, 6:30 AM","6/26/2025","11/6/2025","Bulk Central Assembly 2025-11-03"
"a1dVO000004G3HNYA0","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004jVqR2AU","11/6/2025, 6:30 AM","6/27/2025","11/10/2025","Bulk Central Assembly 2025-11-06"
"a1dVO000004K9rFYAS","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMk2AI","11/10/2025, 6:30 AM","6/26/2025","11/13/2025","Bulk Central Assembly 2025-11-10"
"a1dVO000004N80zYAC","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004jVqS2AU","11/13/2025, 6:30 AM","6/27/2025","11/17/2025","Bulk Central Assembly 2025-11-13"
"a1dVO000004QaK5YAK","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMl2AI","11/17/2025, 6:30 AM","6/26/2025","11/20/2025","Bulk Central Assembly 2025-11-17"
"a1dVO000004Tg6PYAS","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004jVqT2AU","11/20/2025, 6:30 AM","6/27/2025","11/24/2025","Bulk Central Assembly 2025-11-20"
"a1dVO000004XDvRYAW","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMm2AI","11/24/2025, 6:30 AM","6/26/2025","11/24/2025","Bulk Central Assembly 2025-11-24"
"a1dVO000004YapxYAC","Central Assembly of God","0014z00001kGIpWAAW","a0WVO0000062TDl2AM","11/26/2025, 6:30 AM","11/25/2025","11/25/2025","Bulk Central Assembly 2025-11-26"
"a1dVO000004dA8TYAU","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMn2AI","12/1/2025, 6:30 AM","6/26/2025","12/4/2025","Bulk Central Assembly 2025-12-01"
"a1dVO000004g6I1YAI","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004jVqV2AU","12/4/2025, 6:30 AM","6/27/2025","12/8/2025","Bulk Central Assembly 2025-12-04"
"a1dVO000004jUkPYAU","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMo2AI","12/8/2025, 6:30 AM","6/26/2025","12/11/2025","Bulk Central Assembly 2025-12-08"
"a1dVO000004ma5JYAQ","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004jVqW2AU","12/11/2025, 6:30 AM","6/27/2025","12/15/2025","Bulk Central Assembly 2025-12-11"
"a1dVO000004q2HxYAI","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMp2AI","12/15/2025, 6:30 AM","6/26/2025","12/18/2025","Bulk Central Assembly 2025-12-15"
"a1dVO000004t1pBYAQ","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004jVqX2AU","12/18/2025, 6:30 AM","6/27/2025","12/22/2025","Bulk Central Assembly 2025-12-18"
"a1dVO000004wWTRYA2","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000004iqMq2AI","12/22/2025, 6:30 AM","6/26/2025","12/22/2025","Bulk Central Assembly 2025-12-22"
"a1dVO0000059Wx3YAE","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000006H8ow2AC","1/2/2026, 6:00 AM","1/1/2026","1/1/2026","Bulk Central Assembly 2026-01-02"
"a1dVO0000058E9NYAU","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000006HJsT2AW","1/5/2026, 6:00 AM","1/2/2026","1/8/2026","Bulk Central Assembly 2026-01-05"
"a1dVO000005BKLVYA4","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000006IJH02AO","1/8/2026, 6:30 AM","1/5/2026","1/12/2026","Bulk Central Assembly 2026-01-08"
"a1dVO000005F85dYAC","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000006IIw22AG","1/12/2026, 6:30 AM","1/5/2026","1/22/2026","Bulk Central Assembly 2026-01-12"
"a1dVO000005NWAnYAO","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000006IJHG2A4","1/22/2026, 6:30 AM","1/5/2026","1/22/2026","Bulk Central Assembly 2026-01-22"
"a1dVO000005Y1gLYAS","East Boston Community Soup Kitchen","0014z00001kGEdMAAW","a0WVO000006IIwM2AW","2/2/2026, 6:30 AM","1/5/2026","2/9/2026","Bulk Central Assembly 2026-02-02"
"a1dVO000005b7MDYAY","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000006IJHW2A4","2/5/2026, 6:30 AM","1/5/2026","2/9/2026","Bulk Central Assembly 2026-02-05"
"a1dVO000005ehxpYAA","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000006IIwU2AW","2/9/2026, 6:30 AM","1/5/2026","2/19/2026","Bulk Central Assembly 2026-02-09"
"a1dVO000005nolZYAQ","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000006IJHm2AO","2/19/2026, 6:30 AM","1/5/2026","2/19/2026","Bulk Central Assembly 2026-02-19"
"a1dVO000005ysM1YAI","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000006gQdn2AE","3/2/2026, 6:30 AM","2/17/2026","2/17/2026","Bulk Central Assembly 2026-03-02"
"a1dVO0000061LbdYAE","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000006gRI62AM","3/5/2026, 6:30 AM","2/17/2026","3/9/2026","Bulk Central Assembly 2026-03-05"
"a1dVO0000065hDlYAI","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000006gQdu2AE","3/9/2026, 6:30 AM","2/17/2026","3/12/2026","Bulk Central Assembly 2026-03-09"
"a1dVO0000068H1pYAE","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000006gRIE2A2","3/12/2026, 6:30 AM","2/17/2026","3/16/2026","Bulk Central Assembly 2026-03-12"
"a1dVO000006CpkrYAC","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000006gQe12AE","3/16/2026, 6:30 AM","2/17/2026","3/19/2026","Bulk Central Assembly 2026-03-16"
"a1dVO000006FCF7YAO","Central Assembly of God","0014z00001kGIpWAAW","a0WVO000006gRIM2A2","3/19/2026, 6:30 AM","2/17/2026","3/23/2026","Bulk Central Assembly 2026-03-19"
